0.430506,0.340115,0.0973562
0.425657,0.319729,0.100337
0.415984,0.291882,0.0969081
0.432266,0.380893,0.0974482
0.397929,0.376708,0.0952529
0.396488,0.374296,0.0949256
0.380689,0.355107,0.0988722
0.371431,0.334417,0.105714
0.332389,0.366762,0.10182
0.333222,0.344672,0.101973
0.43826,0.417009,0.105034
0.407208,0.392833,0.0994579
0.36221,0.386045,0.127386
0.362984,0.374819,0.102135
0.324949,0.368738,0.116135
0.35284,0.374371,0.100473
0.340413,0.379884,0.0998241
0.430969,0.439351,0.0976008
0.404773,0.401826,0.110929
0.39315,0.422458,0.0969798
0.36543,0.445011,0.127019
0.351147,0.456257,0.0983632
0.333625,0.452337,0.148777
0.345488,0.460829,0.09756
0.323587,0.450314,0.128045
0.299193,0.470585,0.100171
0.421448,0.468762,0.0930259
0.386386,0.444131,0.102299
0.380815,0.465231,0.104872
0.372041,0.469184,0.147666
0.381835,0.494358,0.118515
0.383224,0.481647,0.0991588
0.32859,0.466789,0.139989
0.339936,0.508396,0.0962563
0.348327,0.520799,0.0989639
0.424561,0.49208,0.14484
0.409732,0.508182,0.103793
0.400671,0.572954,0.141384
0.38553,0.50706,0.105727
0.413293,0.595002,0.0995698
0.364613,0.498806,0.131292
0.370165,0.532621,0.0976279
0.358287,0.533451,0.097763
0.366675,0.538034,0.0960254
0.441716,0.578308,0.107535
0.430877,0.652994,0.0982836
0.417504,0.639425,0.0979467
0.406251,0.653846,0.09595
0.371026,0.682622,0.0986607
0.346198,0.679365,0.101611
0.388403,0.575407,0.094851
0.458677,0.648592,0.094678
0.458213,0.648268,0.100538
0.422458,0.647364,0.097114
0.408473,0.68578,0.0962547
0.359293,0.702664,0.0995063
0.343199,0.696262,0.099988
0.332751,0.679295,0.102373
0.462956,0.683542,0.0986783
0.438972,0.687917,0.100245
0.382338,0.730853,0.0987277
0.513786,0.275898,0.099416
0.467853,0.290212,0.112066
0.462904,0.304805,0.10083
0.452354,0.309048,0.097672
0.427927,0.302535,0.0921518
0.469401,0.268342,0.101924
0.435653,0.259507,0.122767
0.449357,0.364767,0.109204
0.435054,0.31959,0.138546
0.440089,0.313973,0.135566
0.44691,0.305448,0.124544
0.435131,0.298452,0.13181
0.437076,0.285144,0.119221
0.432473,0.277824,0.137331
0.438196,0.258889,0.146155
0.409296,0.264829,0.133064
0.450488,0.371053,0.116962
0.441102,0.367528,0.150994
0.436856,0.384435,0.146311
0.38552,0.355388,0.140372
0.371549,0.37067,0.140655
0.382912,0.376727,0.143649
0.32716,0.375171,0.143
0.320486,0.376372,0.126891
0.318312,0.367172,0.134373
0.403193,0.273287,0.133208
0.397046,0.273775,0.15685
0.450249,0.417743,0.0998458
