0.606266,0.005,0.234803
0.435921,0.005,0.0966914
0.610407,0.005,0.216303
0.459659,0.005,0.100132
0.60256,0.005,0.268388
0.421188,0.005,0.270476
0.447572,0.005,0.0567314
0.448595,0.005,0.11826
0.459654,0.005,0.293539
0.529127,0.005,0.323296
0.636665,0.005,0.21981
0.405479,0.005,0.262656
0.494191,0.005,0.166974
0.430265,0.005,0.166703
0.391663,0.005,0.262382
0.388389,0.005,0.165625
0.537416,0.005,0.103874
0.408608,0.005,0.10713
0.62361,0.005,0.167281
0.513389,0.005,0.0736582
0.460171,0.005,0.055725
0.409515,0.005,0.208992
0.629438,0.005,0.181774
0.507187,0.005,0.113875
0.403963,0.005,0.136947
0.485462,0.005,0.324436
0.597733,0.005,0.124843
0.561362,0.005,0.205535
0.419196,0.005,0.138823
0.49933,0.005,0.193286
0.522442,0.005,0.1954
0.464092,0.005,0.290885
0.490914,0.005,0.049967
0.454262,0.005,0.277855
0.363974,0.005,0.176622
0.61069,0.005,0.107486
0.5686,0.005,0.159675
0.609583,0.005,0.108927
0.501153,0.005,0.0981274
0.545038,0.005,0.29387
0.416253,0.005,0.132198
0.573739,0.005,0.158027
0.557711,0.005,0.290896
0.473731,0.005,0.302048
0.63752,0.005,0.259656
0.633682,0.005,0.183324
0.56148,0.005,0.293583
0.410869,0.005,0.158778
0.62333,0.005,0.0744963
0.494334,0.005,0.237611
0.516533,0.005,0.0665828
0.652363,0.005,0.214889
0.42265,0.005,0.0852838
0.66254,0.005,0.189043
0.562939,0.005,0.114904
0.625959,0.005,0.213369
0.546158,0.005,0.221972
0.657201,0.005,0.146465
0.431404,0.005,0.12735
0.454969,0.005,0.289889
0.615708,0.005,0.112373
0.522468,0.005,0.28686
0.658076,0.005,0.183983
0.581812,0.005,0.214912
0.599454,0.005,0.298643
0.556652,0.005,0.267715
0.469809,0.005,0.241083
0.510418,0.005,0.192131
0.495264,0.005,0.305305
0.564453,0.005,0.159631
0.522393,0.005,0.0880436
0.646773,0.005,0.24524
0.526248,0.005,0.0978553
0.621108,0.005,0.255109
0.490826,0.005,0.153523
0.484982,0.005,0.172707
0.510707,0.005,0.272484
0.423162,0.005,0.106052
0.551084,0.005,0.135575
0.628201,0.005,0.249433
0.571203,0.005,0.28048
0.563138,0.005,0.280642
0.455761,0.005,0.309626
0.611891,0.005,0.19156
0.512512,0.005,0.049997
0.529573,0.005,0.317377
0.522014,0.005,0.324461
0.548389,0.005,0.223698
0.593945,0.005,0.146921
0.4277,0.005,0.116899
0.434834,0.005,0.074097
0.387567,0.005,0.24277
0.553709,0.005,0.214586
0.553487,0.005,0.14152
0.592244,0.005,0.231526
0.479808,0.005,0.132669
0.549478,0.005,0.0946934
0.46313,0.005,0.158985
0.627394,0.005,0.175455
0.596983,0.005,0.213101
0.512163,0.005,0.0814915
0.500341,0.005,0.145129
0.62658,0.005,0.251527
0.401572,0.005,0.180888
0.479257,0.005,0.211094
0.61066,0.005,0.289159
0.563705,0.005,0.0499871
0.610079,0.005,0.27024
0.382115,0.005,0.155199
0.542927,0.005,0.153298
0.53852,0.005,0.132788
0.564222,0.005,0.0746917
