0.825,0.45,0.65 372.447
0.825,0.45,0.675 419.707
0.825,0.45,0.7 421.832
0.825,0.45,0.725 442.561
0.825,0.45,0.75 413.055
0.825,0.45,0.775 380.113
0.825,0.45,0.8 406.71
0.825,0.45,0.825 368.965
0.825,0.45,0.85 399.976
0.825,0.45,0.875 412.737
0.825,0.45,0.9 353.846
0.825,0.45,0.925 119.34
0.825,0.45,0.95 2.05793
0.825,0.475,0.525 16.7463
0.825,0.475,0.55 217.002
0.825,0.475,0.575 390.097
0.825,0.475,0.6 440.782
0.825,0.475,0.625 414.527
0.825,0.475,0.65 396.443
0.825,0.475,0.675 428.755
0.825,0.475,0.7 436.223
0.825,0.475,0.725 408.168
0.825,0.475,0.75 383.691
0.825,0.475,0.775 429.356
0.825,0.475,0.8 395.798
0.825,0.475,0.825 368.158
0.825,0.475,0.85 399.849
0.825,0.475,0.875 401.239
0.825,0.475,0.9 413.492
0.825,0.475,0.925 134.021
0.825,0.475,0.95 1.80018
0.825,0.5,0.525 19.4672
0.825,0.5,0.55 227.241
0.825,0.5,0.575 376.028
0.825,0.5,0.6 397.996
0.825,0.5,0.625 401.833
0.825,0.5,0.65 372.512
0.825,0.5,0.675 388.492
0.825,0.5,0.7 440.573
0.825,0.5,0.725 439.901
0.825,0.5,0.75 424.724
0.825,0.5,0.775 433.21
0.825,0.5,0.8 405.698
0.825,0.5,0.825 419.174
0.825,0.5,0.85 390.644
0.825,0.5,0.875 406.659
0.825,0.5,0.9 401.859
0.825,0.5,0.925 161.105
0.825,0.5,0.95 3.17955
0.825,0.525,0.525 17.8816
0.825,0.525,0.55 258.531
0.825,0.525,0.575 438.617
0.825,0.525,0.6 402.918
0.825,0.525,0.625 396.324
0.825,0.525,0.65 398.289
0.825,0.525,0.675 402.351
0.825,0.525,0.7 438.045
0.825,0.525,0.725 415.111
0.825,0.525,0.75 433.535
0.825,0.525,0.775 422.48
0.825,0.525,0.8 415.604
0.825,0.525,0.825 400.814
0.825,0.525,0.85 395.959
0.825,0.525,0.875 457.79
0.825,0.525,0.9 395.66
0.825,0.525,0.925 159.675
0.825,0.525,0.95 3.04483
0.825,0.55,0.525 8.38235
0.825,0.55,0.55 165.483
0.825,0.55,0.575 365.029
0.825,0.55,0.6 417.031
0.825,0.55,0.625 420.18
0.825,0.55,0.65 411.704
0.825,0.55,0.675 417.38
0.825,0.55,0.7 442.983
0.825,0.55,0.725 404.535
0.825,0.55,0.75 432.074
0.825,0.55,0.775 424.098
0.825,0.55,0.8 425.813
0.825,0.55,0.825 424.214
0.825,0.55,0.85 394.352
0.825,0.55,0.875 441.174
0.825,0.55,0.9 319.169
0.825,0.55,0.925 105.457
0.825,0.55,0.95 1.52045
0.825,0.575,0.525 1.7538
0.825,0.575,0.55 60.0686
0.825,0.575,0.575 282.763
0.825,0.575,0.6 370.056
0.825,0.575,0.625 360.557
0.825,0.575,0.65 378.748
0.825,0.575,0.675 387.763
0.825,0.575,0.7 423.518
0.825,0.575,0.725 379.79
0.825,0.575,0.75 410.775
0.825,0.575,0.775 369.775
0.825,0.575,0.8 402.404
0.825,0.575,0.825 413.453
0.825,0.575,0.85 394.177
0.825,0.575,0.875 379.159
0.825,0.575,0.9 204.387
0.825,0.575,0.925 47.0732
0.825,0.575,0.95 1.06648
0.825,0.6,0.525 0.251488
0.825,0.6,0.55 21.3868
0.825,0.6,0.575 198.586
0.825,0.6,0.6 336.411
0.825,0.6,0.625 389.021
0.825,0.6,0.65 433.674
0.825,0.6,0.675 399.266
0.825,0.6,0.7 410.814
0.825,0.6,0.725 401.773
0.825,0.6,0.75 410.836
0.825,0.6,0.775 375.069
0.825,0.6,0.8 399.722
0.825,0.6,0.825 421.61
0.825,0.6,0.85 387.099
0.825,0.6,0.875 318.302
0.825,0.6,0.9 117.071
0.825,0.6,0.925 7.73773
0.825,0.6,0.95 0.145661
0.825,0.625,0.55 2.05053
0.825,0.625,0.575 33.2203
0.825,0.625,0.6 167.388
0.825,0.625,0.625 341.315
0.825,0.625,0.65 422.873
0.825,0.625,0.675 422.518
0.825,0.625,0.7 446.37
0.825,0.625,0.725 406.27
0.825,0.625,0.75 373.917
0.825,0.625,0.775 402.249
0.825,0.625,0.8 409.262
0.825,0.625,0.825 365.253
0.825,0.625,0.85 302.613
0.825,0.625,0.875 157.678
0.825,0.625,0.9 17.4526
0.825,0.625,0.925 0.275178
0.825,0.65,0.55 0.00859835
0.825,0.65,0.575 1.27006
0.825,0.65,0.6 25.6982
0.825,0.65,0.625 179.562
0.825,0.65,0.65 313.087
0.825,0.65,0.675 360.685
0.825,0.65,0.7 419.573
0.825,0.65,0.725 408.277
0.825,0.65,0.75 358.024
0.825,0.65,0.775 347.531
0.825,0.65,0.8 357.543
0.825,0.65,0.825 281.243
0.825,0.65,0.85 133.688
0.825,0.65,0.875 27.2119
0.825,0.65,0.9 0.894844
0.825,0.65,0.925 0.000154512
0.825,0.675,0.575 1.00634e-08
0.825,0.675,0.6 1.2287
0.825,0.675,0.625 22.2051
0.825,0.675,0.65 77.3315
0.825,0.675,0.675 202.033
0.825,0.675,0.7 279.513
0.825,0.675,0.725 287.761
0.825,0.675,0.75 273.175
0.825,0.675,0.775 250.391
0.825,0.675,0.8 153.636
0.825,0.675,0.825 66.6572
0.825,0.675,0.85 14.9792
0.825,0.675,0.875 0.324941
0.825,0.675,0.9 3.76081e-05
0.825,0.7,0.625 0.198163
0.825,0.7,0.65 6.31722
0.825,0.7,0.675 33.3667
0.825,0.7,0.7 43.2836
0.825,0.7,0.725 38.6335
0.825,0.7,0.75 40.9992
0.825,0.7,0.775 37.2606
0.825,0.7,0.8 16.9571
0.825,0.7,0.825 3.56997
0.825,0.7,0.85 0.121775
0.85,0.275,0.625 8.54267e-05
0.85,0.275,0.65 0.00817888
0.85,0.275,0.675 0.101835
0.85,0.275,0.7 0.203326
0.85,0.275,0.725 0.102093
0.85,0.275,0.75 0.0244044
0.85,0.275,0.775 0.150851
0.85,0.275,0.8 0.0999979
0.85,0.275,0.825 0.00226435
0.85,0.275,0.85 1.16271e-05
0.85,0.3,0.6 0.0175981
0.85,0.3,0.625 0.265278
0.85,0.3,0.65 1.65507
0.85,0.3,0.675 17.8864
0.85,0.3,0.7 26.5586
0.85,0.3,0.725 20.5172
0.85,0.3,0.75 23.2396
0.85,0.3,0.775 28.8289
0.85,0.3,0.8 14.288
0.85,0.3,0.825 0.497686
0.85,0.3,0.85 0.00848289
0.85,0.3,0.875 1.88277e-05
0.85,0.325,0.575 0.0316198
0.85,0.325,0.6 1.79308
0.85,0.325,0.625 25.031
0.85,0.325,0.65 74.5116
0.85,0.325,0.675 145.105
0.85,0.325,0.7 172.171
0.85,0.325,0.725 144.565
0.85,0.325,0.75 167.523
0.85,0.325,0.775 161.044
0.85,0.325,0.8 123.797
0.85,0.325,0.825 56.356
0.85,0.325,0.85 9.93392
0.85,0.325,0.875 0.174618
0.85,0.325,0.9 3.13813e-05
0.85,0.35,0.55 0.00483508
