0.725,0.325,0.55 0.00290495
0.725,0.325,0.575 3.34322
0.725,0.325,0.6 44.1436
0.725,0.325,0.625 103.583
0.725,0.325,0.65 263.038
0.725,0.325,0.675 361.361
0.725,0.325,0.7 368.315
0.725,0.325,0.725 372.824
0.725,0.325,0.75 388.931
0.725,0.325,0.775 388.027
0.725,0.325,0.8 393.168
0.725,0.325,0.825 197.43
0.725,0.325,0.85 76.2587
0.725,0.325,0.875 22.6475
0.725,0.325,0.9 0.612984
0.725,0.325,0.925 0.00514947
0.725,0.35,0.55 2.22949
0.725,0.35,0.575 42.1667
0.725,0.35,0.6 190.948
0.725,0.35,0.625 318.751
0.725,0.35,0.65 413.216
0.725,0.35,0.675 397.126
0.725,0.35,0.7 360.029
0.725,0.35,0.725 406.801
0.725,0.35,0.75 416.729
0.725,0.35,0.775 417.593
0.725,0.35,0.8 440.595
0.725,0.35,0.825 372.942
0.725,0.35,0.85 300.829
0.725,0.35,0.875 151.711
0.725,0.35,0.9 33.882
0.725,0.35,0.925 0.418493
0.725,0.375,0.525 0.0325434
0.725,0.375,0.55 10.4967
0.725,0.375,0.575 175.027
0.725,0.375,0.6 383.505
0.725,0.375,0.625 402.767
0.725,0.375,0.65 406.25
0.725,0.375,0.675 370.989
0.725,0.375,0.7 384.16
0.725,0.375,0.725 411.071
0.725,0.375,0.75 410.546
0.725,0.375,0.775 437.117
0.725,0.375,0.8 457.583
0.725,0.375,0.825 401.679
0.725,0.375,0.85 408.008
0.725,0.375,0.875 315.939
0.725,0.375,0.9 94.7302
0.725,0.375,0.925 1.49512
0.725,0.375,0.95 0.00169542
0.725,0.4,0.525 6.79196
0.725,0.4,0.55 74.0902
0.725,0.4,0.575 260.194
0.725,0.4,0.6 428.811
0.725,0.4,0.625 384.709
0.725,0.4,0.65 427.218
0.725,0.4,0.675 383.656
0.725,0.4,0.7 411.32
0.725,0.4,0.725 398.537
0.725,0.4,0.75 408.072
0.725,0.4,0.775 440.192
0.725,0.4,0.8 403.225
0.725,0.4,0.825 388.838
0.725,0.4,0.85 400.843
0.725,0.4,0.875 376.869
0.725,0.4,0.9 206.124
0.725,0.4,0.925 38.4104
0.725,0.4,0.95 0.357638
0.725,0.425,0.525 18.5022
0.725,0.425,0.55 201.288
0.725,0.425,0.575 337.783
0.725,0.425,0.6 401.397
0.725,0.425,0.625 388.536
0.725,0.425,0.65 445.584
0.725,0.425,0.675 412.573
0.725,0.425,0.7 425.891
0.725,0.425,0.725 423.531
0.725,0.425,0.75 397.426
0.725,0.425,0.775 438.5
0.725,0.425,0.8 345.442
0.725,0.425,0.825 366.41
0.725,0.425,0.85 381.716
0.725,0.425,0.875 349.64
0.725,0.425,0.9 350.368
0.725,0.425,0.925 134.63
0.725,0.425,0.95 2.48171
0.725,0.45,0.5 0.000237389
0.725,0.45,0.525 17.4769
0.725,0.45,0.55 256.887
0.725,0.45,0.575 405.745
