0.725,0.675,0.75 332.554
0.725,0.675,0.775 303.654
0.725,0.675,0.8 262.904
0.725,0.675,0.825 144.337
0.725,0.675,0.85 32.8567
0.725,0.675,0.875 10.2055
0.725,0.675,0.9 0.216891
0.725,0.7,0.625 1.50224
0.725,0.7,0.65 20.882
0.725,0.7,0.675 38.4605
0.725,0.7,0.7 44.7027
0.725,0.7,0.725 62.433
0.725,0.7,0.75 67.4999
0.725,0.7,0.775 42.057
0.725,0.7,0.8 38.955
0.725,0.7,0.825 21.1245
0.725,0.7,0.85 0.528936
0.725,0.725,0.7 0.246592
0.725,0.725,0.725 3.53287
0.725,0.725,0.75 2.64154
0.725,0.725,0.775 0.0635892
0.75,0.25,0.7 0.0187127
0.75,0.25,0.725 0.227295
0.75,0.25,0.75 0.151414
0.75,0.25,0.775 0.00274686
0.75,0.275,0.625 0.00930162
0.75,0.275,0.65 0.0863489
0.75,0.275,0.675 0.0982013
0.75,0.275,0.7 3.71119
0.75,0.275,0.725 44.2513
0.75,0.275,0.75 29.6575
0.75,0.275,0.775 0.743679
0.75,0.275,0.8 0.501849
0.75,0.275,0.825 0.395936
0.75,0.275,0.85 0.0150538
0.75,0.3,0.575 0.00294375
0.75,0.3,0.6 0.0454881
0.75,0.3,0.625 3.14708
0.75,0.3,0.65 44.5777
0.75,0.3,0.675 81.9641
0.75,0.3,0.7 94.8538
0.75,0.3,0.725 184.438
0.75,0.3,0.75 167.175
0.75,0.3,0.775 87.4632
0.75,0.3,0.8 101.225
0.75,0.3,0.825 55.9055
0.75,0.3,0.85 2.22469
0.75,0.3,0.875 0.100944
0.75,0.3,0.9 0.00387311
0.75,0.325,0.55 0.0214249
0.75,0.325,0.575 3.12213
0.75,0.325,0.6 46.1204
0.75,0.325,0.625 90.0078
0.75,0.325,0.65 235.57
0.75,0.325,0.675 365.752
0.75,0.325,0.7 370.074
0.75,0.325,0.725 388.752
0.75,0.325,0.75 392.575
0.75,0.325,0.775 341.693
0.75,0.325,0.8 340.328
0.75,0.325,0.825 203.358
0.75,0.325,0.85 84.9316
0.75,0.325,0.875 45.4983
0.75,0.325,0.9 2.17414
0.75,0.325,0.925 0.00589824
0.75,0.35,0.55 6.07481
0.75,0.35,0.575 75.4399
0.75,0.35,0.6 246.504
0.75,0.35,0.625 363.278
0.75,0.35,0.65 437.266
0.75,0.35,0.675 459.481
0.75,0.35,0.7 374.924
0.75,0.35,0.725 375.833
0.75,0.35,0.75 395.717
0.75,0.35,0.775 390.568
0.75,0.35,0.8 400.816
0.75,0.35,0.825 364.708
0.75,0.35,0.85 317.326
0.75,0.35,0.875 236.069
0.75,0.35,0.9 50.3336
0.75,0.35,0.925 0.517503
0.75,0.375,0.525 0.0226594
0.75,0.375,0.55 21.2397
0.75,0.375,0.575 247.972
0.75,0.375,0.6 362.777
0.75,0.375,0.625 399.505
0.75,0.375,0.65 440.209
0.75,0.375,0.675 409.77
0.75,0.375,0.7 373.15
0.75,0.375,0.725 389.624
0.75,0.375,0.75 396.952
0.75,0.375,0.775 395.932
0.75,0.375,0.8 456.294
0.75,0.375,0.825 376.18
0.75,0.375,0.85 385.407
0.75,0.375,0.875 372.03
0.75,0.375,0.9 123.996
0.75,0.375,0.925 1.95105
0.75,0.375,0.95 0.000879275
0.75,0.4,0.525 4.02925
0.75,0.4,0.55 81.7259
0.75,0.4,0.575 302.709
0.75,0.4,0.6 409.412
0.75,0.4,0.625 364.788
0.75,0.4,0.65 392.259
0.75,0.4,0.675 423.206
0.75,0.4,0.7 419.738
0.75,0.4,0.725 417.452
0.75,0.4,0.75 410.036
0.75,0.4,0.775 405.501
0.75,0.4,0.8 416.379
0.75,0.4,0.825 377.525
0.75,0.4,0.85 396.695
0.75,0.4,0.875 400.609
0.75,0.4,0.9 224.593
0.75,0.4,0.925 39.8067
0.75,0.4,0.95 1.05139
0.75,0.425,0.525 13.3958
0.75,0.425,0.55 205.846
0.75,0.425,0.575 409.492
0.75,0.425,0.6 397.699
0.75,0.425,0.625 369.019
