0.469778,0.005,0.191944
0.576163,0.005,0.418636
0.581023,0.005,0.236696
0.456659,0.005,0.234439
0.492512,0.005,0.295335
0.471832,0.005,0.197705
0.378972,0.005,0.24184
0.612259,0.005,0.3023
0.525308,0.005,0.326312
0.511103,0.005,0.366049
0.436245,0.005,0.356934
0.448788,0.005,0.306834
0.43205,0.005,0.317523
0.601563,0.005,0.27143
0.594857,0.005,0.194846
0.49032,0.005,0.440453
0.431351,0.005,0.305308
0.409928,0.005,0.241119
0.547169,0.005,0.3642
0.592352,0.005,0.392487
0.497174,0.005,0.255406
0.476328,0.005,0.3361
0.375314,0.005,0.3334
0.531899,0.005,0.160642
0.377258,0.005,0.322825
0.45923,0.005,0.406401
0.567902,0.005,0.41799
0.439076,0.005,0.168067
0.508512,0.005,0.192231
0.41114,0.005,0.261299
0.52165,0.005,0.320783
0.476192,0.005,0.320759
0.513927,0.005,0.299547
0.389614,0.005,0.386295
0.481592,0.005,0.343227
0.4073,0.005,0.272642
0.545325,0.005,0.272019
0.43936,0.005,0.303235
0.376216,0.005,0.348887
0.569408,0.005,0.388588
0.499798,0.005,0.167553
0.461409,0.005,0.240624
0.470501,0.005,0.379085
0.517276,0.005,0.411082
0.360965,0.005,0.257656
0.368994,0.005,0.327768
0.406396,0.005,0.191496
0.428585,0.005,0.382622
0.608301,0.005,0.31236
0.46781,0.005,0.32311
0.452056,0.005,0.372808
0.411964,0.005,0.199797
0.413956,0.005,0.180176
0.503702,0.005,0.429678
0.591473,0.005,0.32382
0.585752,0.005,0.263413
0.508131,0.005,0.269116
0.502148,0.005,0.44518
0.451789,0.005,0.288599
0.567894,0.005,0.41388
0.546696,0.005,0.368337
0.498855,0.005,0.394947
0.495226,0.005,0.340772
0.508209,0.005,0.398921
0.480244,0.005,0.218132
0.608461,0.005,0.262565
0.503667,0.005,0.372019
0.548714,0.005,0.177799
0.522994,0.005,0.203505
0.481948,0.005,0.256494
0.552055,0.005,0.408242
0.383566,0.005,0.346174
0.596047,0.005,0.292126
0.59774,0.005,0.350537
0.410541,0.005,0.300438
0.567967,0.005,0.25312
0.547297,0.005,0.232484
0.542239,0.005,0.346893
0.514056,0.005,0.360447
0.436891,0.005,0.174841
0.484187,0.005,0.203598
0.476346,0.005,0.290738
0.575261,0.005,0.294743
0.495111,0.005,0.218566
0.48283,0.005,0.280318
0.590514,0.005,0.226962
0.39353,0.005,0.266384
0.511125,0.005,0.306443
0.526372,0.005,0.291554
0.520017,0.005,0.386825
0.432027,0.005,0.229236
0.465244,0.005,0.23091
0.43336,0.005,0.287444
0.618414,0.005,0.341742
0.36465,0.005,0.339545
0.399014,0.005,0.351298
0.35788,0.005,0.315498
0.589813,0.005,0.286225
0.47645,0.005,0.336113
0.390231,0.005,0.25416
0.583518,0.005,0.200473
0.532383,0.005,0.432915
0.633698,0.005,0.304919
0.572722,0.005,0.401684
0.513429,0.005,0.285017
0.529162,0.005,0.210468
0.459223,0.005,0.221937
0.597825,0.005,0.343691
0.503428,0.005,0.197371
0.609485,0.005,0.347791
0.594172,0.005,0.230314
0.468557,0.005,0.300049
0.579831,0.005,0.325478
0.4657,0.005,0.281834
0.511833,0.005,0.388859
0.393483,0.005,0.380961
0.527282,0.005,0.359552
0.564211,0.005,0.38596
0.645468,0.005,0.308216
0.509795,0.005,0.34141
0.491623,0.005,0.212189
0.368877,0.005,0.364326
0.617714,0.005,0.293752
0.546236,0.005,0.317379
0.558956,0.005,0.296309
0.463904,0.005,0.222547
0.610786,0.005,0.37209
0.637194,0.005,0.311989
0.398387,0.005,0.314563
0.537805,0.005,0.337063
0.438788,0.005,0.212115
0.578025,0.005,0.369823
0.602554,0.005,0.210994
0.608102,0.005,0.226572
0.451718,0.005,0.263948
