0.75,0.65,0.55 0.952359
0.75,0.65,0.575 21.5538
0.75,0.65,0.6 165.016
0.75,0.65,0.625 320.289
0.75,0.65,0.65 364.002
0.75,0.65,0.675 400.402
0.75,0.65,0.7 380.737
0.75,0.65,0.725 402.582
0.75,0.65,0.75 411.021
0.75,0.65,0.775 399.051
0.75,0.65,0.8 392.774
0.75,0.65,0.825 381.793
0.75,0.65,0.85 299.578
0.75,0.65,0.875 153.872
0.75,0.65,0.9 19.7829
0.75,0.65,0.925 0.683304
0.75,0.675,0.575 0.707795
0.75,0.675,0.6 20.3829
0.75,0.675,0.625 48.6402
0.75,0.675,0.65 169.941
0.75,0.675,0.675 281.713
0.75,0.675,0.7 261.599
0.75,0.675,0.725 302.961
0.75,0.675,0.75 292.712
0.75,0.675,0.775 283.821
0.75,0.675,0.8 302.524
0.75,0.675,0.825 183.545
0.75,0.675,0.85 41.9184
0.75,0.675,0.875 14.2155
0.75,0.675,0.9 0.491295
0.75,0.7,0.625 0.770548
0.75,0.7,0.65 16.8584
0.75,0.7,0.675 36.1623
0.75,0.7,0.7 46.2846
0.75,0.7,0.725 132.879
0.75,0.7,0.75 117.126
0.75,0.7,0.775 37.2113
0.75,0.7,0.8 39.8431
0.75,0.7,0.825 20.9608
0.75,0.7,0.85 0.888981
0.75,0.725,0.7 1.04494
0.75,0.725,0.725 20.2187
0.75,0.725,0.75 18.3022
0.75,0.725,0.775 0.660446
0.775,0.25,0.7 0.00103677
0.775,0.25,0.725 0.0166919
0.775,0.25,0.75 0.0134803
0.775,0.25,0.775 0.000385246
0.775,0.275,0.625 0.00379861
0.775,0.275,0.65 0.111398
0.775,0.275,0.675 0.231511
0.775,0.275,0.7 0.377764
0.775,0.275,0.725 3.64306
0.775,0.275,0.75 3.02504
0.775,0.275,0.775 0.244109
0.775,0.275,0.8 0.476741
0.775,0.275,0.825 0.431543
0.775,0.275,0.85 0.0228228
0.775,0.3,0.575 0.000233416
0.775,0.3,0.6 0.0118463
0.775,0.3,0.625 2.04783
0.775,0.3,0.65 43.4989
0.775,0.3,0.675 81.7279
0.775,0.3,0.7 89.6235
0.775,0.3,0.725 105.668
0.775,0.3,0.75 106.707
0.775,0.3,0.775 89.8176
0.775,0.3,0.8 99.6941
0.775,0.3,0.825 63.4848
0.775,0.3,0.85 3.55358
0.775,0.3,0.875 0.0783399
0.775,0.3,0.9 0.00451899
0.775,0.325,0.55 0.016038
0.775,0.325,0.575 1.52391
0.775,0.325,0.6 29.5625
0.775,0.325,0.625 83.6742
0.775,0.325,0.65 216.694
0.775,0.325,0.675 335.153
0.775,0.325,0.7 397.076
0.775,0.325,0.725 364.575
0.775,0.325,0.75 361.168
0.775,0.325,0.775 372.477
0.775,0.325,0.8 356.831
0.775,0.325,0.825 232.053
0.775,0.325,0.85 81.6958
0.775,0.325,0.875 37.7432
0.775,0.325,0.9 2.33611
0.775,0.325,0.925 0.00103242
0.775,0.35,0.55 1.61173
0.775,0.35,0.575 47.7505
0.775,0.35,0.6 186.875
0.775,0.35,0.625 345.82
0.775,0.35,0.65 384.485
0.775,0.35,0.675 393.766
0.775,0.35,0.7 407.862
0.775,0.35,0.725 374.606
0.775,0.35,0.75 425.755
0.775,0.35,0.775 463.281
0.775,0.35,0.8 401.596
0.775,0.35,0.825 358.191
0.775,0.35,0.85 293.406
0.775,0.35,0.875 178.822
0.775,0.35,0.9 33.0428
0.775,0.35,0.925 0.39689
0.775,0.375,0.525 0.00481609
0.775,0.375,0.55 4.93835
0.775,0.375,0.575 126.424
0.775,0.375,0.6 343.964
0.775,0.375,0.625 444.571
0.775,0.375,0.65 393.231
0.775,0.375,0.675 408.63
0.775,0.375,0.7 375.845
0.775,0.375,0.725 402.261
0.775,0.375,0.75 453.765
0.775,0.375,0.775 462.599
0.775,0.375,0.8 369.399
0.775,0.375,0.825 385.447
0.775,0.375,0.85 414.983
0.775,0.375,0.875 329.259
0.775,0.375,0.9 105.182
0.775,0.375,0.925 1.90656
0.775,0.375,0.95 0.000247212
0.775,0.4,0.525 1.57009
0.775,0.4,0.55 55.3243
0.775,0.4,0.575 243.992
0.775,0.4,0.6 411.908
0.775,0.4,0.625 454.092
0.775,0.4,0.65 418.847
0.775,0.4,0.675 424.512
0.775,0.4,0.7 414.729
0.775,0.4,0.725 413.078
0.775,0.4,0.75 424.334
0.775,0.4,0.775 436.55
0.775,0.4,0.8 400.066
0.775,0.4,0.825 396.048
0.775,0.4,0.85 413.952
0.775,0.4,0.875 386.425
0.775,0.4,0.9 227.116
0.775,0.4,0.925 44.6861
0.775,0.4,0.95 1.69293
0.775,0.425,0.525 8.7229
0.775,0.425,0.55 185.488
0.775,0.425,0.575 398.646
0.775,0.425,0.6 415.287
0.775,0.425,0.625 395.606
0.775,0.425,0.65 426.003
0.775,0.425,0.675 387.056
0.775,0.425,0.7 369.631
0.775,0.425,0.725 414.967
0.775,0.425,0.75 443.552
0.775,0.425,0.775 428.035
0.775,0.425,0.8 411.719
0.775,0.425,0.825 412.69
0.775,0.425,0.85 408.207
0.775,0.425,0.875 380.129
0.775,0.425,0.9 403.05
0.775,0.425,0.925 199.707
0.775,0.425,0.95 8.47357
0.775,0.45,0.5 0.000114619
0.775,0.45,0.525 15.3354
0.775,0.45,0.55 214.245
0.775,0.45,0.575 386.756
0.775,0.45,0.6 431.371
0.775,0.45,0.625 422.426
0.775,0.45,0.65 411.933
0.775,0.45,0.675 378.843
0.775,0.45,0.7 372.601
0.775,0.45,0.725 426.881
0.775,0.45,0.75 449.208
0.775,0.45,0.775 420.639
0.775,0.45,0.8 381.014
0.775,0.45,0.825 410.687
0.775,0.45,0.85 411.085
0.775,0.45,0.875 380.657
0.775,0.45,0.9 416.655
0.775,0.45,0.925 208.53
0.775,0.45,0.95 8.18236
0.775,0.45,0.975 0.000784509
0.775,0.475,0.5 0.137233
0.775,0.475,0.525 16.65
0.775,0.475,0.55 223.479
0.775,0.475,0.575 380.254
0.775,0.475,0.6 404.366
0.775,0.475,0.625 405.235
0.775,0.475,0.65 392.966
0.775,0.475,0.675 434.264
0.775,0.475,0.7 388.028
0.775,0.475,0.725 413.904
0.775,0.475,0.75 408.046
0.775,0.475,0.775 408.433
0.775,0.475,0.8 349.94
0.775,0.475,0.825 397.205
0.775,0.475,0.85 434.551
0.775,0.475,0.875 437.337
0.775,0.475,0.9 425.345
0.775,0.475,0.925 166.001
0.775,0.475,0.95 8.75302
0.775,0.475,0.975 0.272356
0.775,0.5,0.5 0.40322
0.775,0.5,0.525 20.1754
0.775,0.5,0.55 226.591
0.775,0.5,0.575 401.248
0.775,0.5,0.6 429.208
0.775,0.5,0.625 382.909
0.775,0.5,0.65 370.869
0.775,0.5,0.675 422.323
0.775,0.5,0.7 395.014
0.775,0.5,0.725 408.087
0.775,0.5,0.75 399.277
0.775,0.5,0.775 422.321
0.775,0.5,0.8 371.314
0.775,0.5,0.825 381.723
0.775,0.5,0.85 399.28
0.775,0.5,0.875 396.458
0.775,0.5,0.9 370.509
0.775,0.5,0.925 164.237
0.775,0.5,0.95 15.7199
0.775,0.5,0.975 0.670523
0.775,0.525,0.5 0.0736805
0.775,0.525,0.525 12.1102
0.775,0.525,0.55 221.278
0.775,0.525,0.575 418.283
0.775,0.525,0.6 403.217
0.775,0.525,0.625 355.773
0.775,0.525,0.65 408.603
0.775,0.525,0.675 362.309
0.775,0.525,0.7 411.565
0.775,0.525,0.725 411.623
0.775,0.525,0.75 412.667
0.775,0.525,0.775 401.065
0.775,0.525,0.8 412.363
0.775,0.525,0.825 412.903
0.775,0.525,0.85 402.717
0.775,0.525,0.875 416.741
0.775,0.525,0.9 409.244
0.775,0.525,0.925 187.145
0.775,0.525,0.95 7.21533
0.775,0.525,0.975 0.101343
0.775,0.55,0.525 9.21893
0.775,0.55,0.55 185.295
0.775,0.55,0.575 380.447
0.775,0.55,0.6 427.436
0.775,0.55,0.625 421.701
0.775,0.55,0.65 451.209
0.775,0.55,0.675 386.489
0.775,0.55,0.7 415.415
0.775,0.55,0.725 389.441
0.775,0.55,0.75 418.243
0.775,0.55,0.775 422.445
0.775,0.55,0.8 402.547
0.775,0.55,0.825 417.534
0.775,0.55,0.85 404.013
0.775,0.55,0.875 440.589
0.775,0.55,0.9 401.513
0.775,0.55,0.925 183.586
0.775,0.55,0.95 6.25556
0.775,0.575,0.525 11.8031
0.775,0.575,0.55 168.963
0.775,0.575,0.575 349.661
0.775,0.575,0.6 431.602
0.775,0.575,0.625 400.739
0.775,0.575,0.65 421.009
0.775,0.575,0.675 394.423
0.775,0.575,0.7 444.933
0.775,0.575,0.725 401.518
0.775,0.575,0.75 362.862
0.775,0.575,0.775 409.313
0.775,0.575,0.8 430.893
0.775,0.575,0.825 458.259
0.775,0.575,0.85 406.918
0.775,0.575,0.875 410.776
0.775,0.575,0.9 312.251
